Format,OpenTRACK,,,,,,
Name,Paul Ricard,,,,,,
Country,France,,,,,,
City,Paul Ricard,,,,,,
Type,Permanent,,,,,,
Config,Closed,,,,,,
Direction,Forward,,,,,,
Mirror,Off,,,,,,
Export Frequency,50,Hz,,,,,
4706,125.8,21.6,1.1,432.1,0,1,1
4707,125.3,20.7,1.1,432.1,0,1,1
4708,124.7,20.3,1.1,432.1,0,1,1
4708,124.6,19.6,1.1,432.1,0,1,1
4709,124.6,19.4,1.1,432.1,0,1,1
4709,124.2,19.2,1.1,432.2,0,1,1
4710,122.8,18.8,1.1,432.2,0,1,1
4711,121.3,18.7,1.1,432.2,0,1,1
4711,120.9,19.5,1.2,432.2,0,1,1
4712,120.9,21.4,1.3,432.3,0,1,1
4713,120.6,23.9,1.2,432.3,0,1,1
4713,119.2,25.3,1.2,432.4,0,1,1
4714,117.8,25.3,1.2,432.4,0,1,1
4714,117.4,24.9,1.2,432.4,0,1,1
4715,117.4,24.6,1.2,432.4,0,1,1
4716,117.1,24.8,1.3,432.5,0,1,1
4716,116,25.6,1.3,432.5,0,1,1
4717,114.9,27,1.2,432.5,0,1,1
4717,114.6,27.9,1.2,432.5,0,1,1
4718,114.6,27.5,1.1,432.6,0,1,1
4719,114.3,26,0.9,432.6,0,1,1
4719,113.3,23.4,0.9,432.7,0,1,1
4720,112.3,20.3,0.9,432.7,0,1,1
4721,112,17.5,1,432.7,0,1,1
4721,112,15.6,1,432.8,0,1,1
4722,111.8,15.1,1.1,432.8,0,1,1
4722,111.1,15.4,1,432.9,0,1,1
4723,110.3,15.5,1,432.9,0,1,1
4723,110.1,15.2,0.9,432.9,0,1,1
4724,110.1,14.8,0.8,432.9,0,1,1
4725,109.9,14.2,0.8,433,0,1,1
4725,108.9,13.5,0.8,433,0,1,1
4726,107.9,13,0.9,433,0,1,1
4726,107.7,13.2,0.9,433,0,1,1
4727,107.7,14.4,1,433,0,1,1
4728,107.6,16.1,1,433.1,0,1,1
4728,107,18.4,1.1,433.1,0,1,1
4729,106.4,21,1.1,433.1,0,1,1
4729,106.3,23.2,1.1,433.1,0,1,1
4730,106.3,25.1,1.1,433.1,0,1,1
4730,106.1,26.6,1.1,433.2,0,1,1
4731,105.4,28.1,1.1,433.2,0,1,1
4732,104.6,28.4,1.1,433.2,0,1,1
4732,104.4,28.4,1.1,433.2,0,1,1
4733,104.4,28.2,1.2,433.2,0,1,1
4733,104.3,28.1,1.2,433.3,0,1,1
4734,104.1,28.1,1.2,433.3,0,1,1
4734,103.8,28.3,1.2,433.3,0,1,1
4735,103.7,28.2,1.2,433.3,0,1,1
4736,103.7,27.5,1.1,433.3,0,1,1
4736,103.7,26.5,1.1,433.4,0,1,1
4737,103.5,25.5,1.1,433.4,0,1,1
4737,103.3,24.7,1.1,433.4,0,1,1
4738,103.3,23.7,1.1,433.4,0,1,1
4738,103.3,23.1,1.1,433.4,0,1,1
4739,103.2,23,1.2,433.5,0,1,1
4739,102.9,23,1.2,433.5,0,1,1
4740,102.5,23.3,1.2,433.5,0,1,1
4741,102.4,23.9,1.2,433.5,0,1,1
4741,102.4,24.9,1.2,433.5,0,1,1
4742,102.3,26,1.2,433.6,0,1,1
4742,101.9,26.6,1.2,433.6,0,1,1
4743,101.5,27.2,1.2,433.6,0,1,1
4743,101.4,27.9,1.2,433.6,0,1,1
4744,101.4,28.3,1.2,433.6,0,1,1
4744,101.3,28.7,1.2,433.7,0,1,1
4745,100.7,29.3,1.3,433.7,0,1,1
4745,100.1,30.1,1.3,433.7,0,1,1
4746,100,30.5,1.2,433.7,0,1,1
4747,100,30.9,1.2,433.8,0,1,1
4747,99.9,30.4,1.2,433.8,0,1,1
4748,99.6,29.7,1.2,433.9,0,1,1
4748,99.3,29,1.2,433.9,0,1,1
4749,99.2,29.1,1.3,433.9,0,1,1
4749,99.2,30.2,1.4,433.9,0,1,1
4750,99,31.9,1.4,434,0,1,1
4750,98.5,33.8,1.4,434,0,1,1
4751,97.8,35,1.3,434,0,1,1
4751,97.7,35.5,1.2,434,0,1,1
4752,97.7,34.3,1.1,434,0,1,1
4752,97.7,32,1.1,434.1,0,1,1
4753,97.5,29.2,1.2,434.1,0,1,1
4754,97.2,27.1,1.3,434.1,0,1,1
4754,97.2,26.4,1.4,434.1,0,1,1
4755,97.2,26.3,1.4,434.1,0,1,1
4755,97.1,26.8,1.4,434.2,0,1,1
4756,96.8,28.1,1.4,434.2,0,1,1
4756,96.5,28.7,1.3,434.2,0,1,1
4757,96.4,28.8,1.2,434.2,0,1,1
4757,96.4,28.5,1.2,434.2,0,1,1
4758,96.4,28.2,1.2,434.3,0,1,1
4758,96.4,27.8,1.3,434.3,0,1,1
4759,96.3,27.7,1.3,434.3,0,1,1
4759,96.3,28.5,1.4,434.3,0,1,1
4760,96.3,29.6,1.4,434.3,0,1,1
4761,96.3,30.7,1.4,434.3,0,1,1
4761,96.3,31.5,1.3,434.3,0,1,1
4762,96.3,31.7,1.3,434.3,0,1,1
4762,96.3,31.7,1.3,434.3,0,1,1
4763,96.3,31.4,1.3,434.3,0,1,1
4763,96.3,31.3,1.4,434.4,0,1,1
4764,96.4,32.1,1.4,434.4,0,1,1
4764,96.4,33.5,1.4,434.4,0,1,1
4765,96.4,34.6,1.4,434.4,0,1,1
4765,96.4,35.5,1.4,434.4,0,1,1
4766,96.5,36.2,1.4,434.5,0,1,1
4766,96.7,36.9,1.4,434.5,0,1,1
4767,96.9,37.3,1.4,434.5,0,1,1
4767,97,38,1.5,434.5,0,1,1
4768,97,39,1.5,434.5,0,1,1
4768,97,40.1,1.5,434.5,0,1,1
4769,96.9,40.3,1.4,434.5,0,1,1
4770,96.8,39.8,1.4,434.5,0,1,1
4770,96.8,38.8,1.3,434.5,0,1,1
4771,96.8,37.2,1.3,434.5,0,1,1
4771,96.8,35.6,1.3,434.5,0,1,1
4772,96.7,34.5,1.4,434.5,0,1,1
4772,96.6,34.2,1.4,434.5,0,1,1
4773,96.6,34.2,1.4,434.5,0,1,1
4773,96.6,34.5,1.4,434.5,0,1,1
4774,96.5,34.8,1.4,434.5,0,1,1
4774,96.2,34.9,1.3,434.5,0,1,1
4775,95.8,34.4,1.3,434.5,0,1,1
4775,95.7,33.7,1.3,434.5,0,1,1
4776,95.7,32.9,1.3,434.5,0,1,1
4776,95.6,31.9,1.4,434.5,0,1,1
4777,95.1,32,1.4,434.5,0,1,1
4777,94.5,32.3,1.4,434.5,0,1,1
4778,94.4,32.9,1.3,434.5,0,1,1
4778,94.4,33.1,1.2,434.5,0,1,1
4779,94.3,32.3,1.2,434.5,0,1,1
4779,93.8,30.4,1.2,434.5,0,1,1
4780,93.2,28.5,1.2,434.5,0,1,1
4780,93.1,26.5,1.2,434.5,0,1,1
4781,93.1,24.6,1.2,434.5,0,1,1
4781,93,23,1.2,434.5,0,1,1
4782,92.7,22.4,1.3,434.5,0,1,1
4782,92.3,22.3,1.2,434.5,0,1,1
4783,92.2,22.6,1.2,434.5,0,1,1
4783,92.2,23,1.1,434.5,0,1,1
4784,92.2,22.5,1.1,434.5,0,1,1
4784,92.1,21.8,1.1,434.5,0,1,1
4785,92,21.3,1.1,434.5,0,1,1
4785,92,21,1.1,434.5,0,1,1
4786,92,20.9,1.2,434.5,0,1,1
4787,92,21.4,1.2,434.4,0,1,1
4787,92,22.1,1.1,434.4,0,1,1
4788,92,22.3,1,434.4,0,1,1
4788,92,22,0.8,434.4,0,1,1
4789,92,20.9,0.7,434.4,0,1,1
4789,92,19.7,0.8,434.4,0,1,1
4790,92.1,19.4,1,434.4,0,1,1
4790,92.2,21.1,1.1,434.4,0,1,1
4791,92.2,24.3,1.3,434.4,0,1,1
4791,92.2,29,1.4,434.4,0,1,1
4792,92.3,34.3,1.5,434.4,0,1,1
4792,92.8,38.6,1.5,434.4,0,1,1
4793,93.2,40.9,1.4,434.4,0,1,1
4794,93.3,41.1,1.2,434.4,0,1,1
4794,93.3,38.6,1.1,434.4,0,1,1
4795,93.5,34.3,1.1,434.4,0,1,1
4795,94.2,29.6,1.1,434.4,0,1,1
4796,94.8,25.2,1.1,434.4,0,1,1
4796,95,22,1.1,434.4,0,1,1
4797,95,20.4,1.2,434.4,0,1,1
4797,95.1,20.7,1.2,434.3,0,1,1
4798,95.7,22.5,1.2,434.3,0,1,1
4799,96.3,25.2,1.2,434.3,0,1,1
4799,96.4,28.1,1.1,434.3,0,1,1
4800,96.4,30.1,1,434.3,0,1,1
4800,96.5,31.1,1,434.3,0,1,1
4801,97.2,30.8,1.1,434.3,0,1,1
4801,97.7,29.2,1.1,434.3,0,1,1
4802,97.9,27.2,1.2,434.3,0,1,1
4803,97.9,25.3,1.3,434.3,0,1,1
4803,98.1,24,1.2,434.2,0,1,1
4804,98.9,23.2,1.3,434.2,0,1,1
4804,99.6,22.8,1.2,434.2,0,1,1
4805,99.8,23.2,1.1,434.2,0,1,1
4805,99.8,24.2,1.1,434.2,0,1,1
4806,99.9,25.6,1,434.1,0,1,1
4807,100.5,26.7,0.9,434.1,0,1,1
4807,101,27.5,0.9,434.1,0,1,1
4808,101.1,27.2,1,434.1,0,1,1
4808,101.1,26.2,1.1,434.1,0,1,1
4809,101.4,24.8,1.1,434.1,0,1,1
4810,102.4,23.1,1.2,434.1,0,1,1
4810,103.4,21.6,1.1,434.1,0,1,1
4811,103.7,20.4,1.1,434.1,0,1,1
4811,103.7,19.1,1,434.1,0,1,1
4812,104,17.9,1,434,0,1,1
4813,105.1,17.6,1,434,0,1,1
4813,106.1,18.2,0.9,434,0,1,1
4814,106.4,19.2,0.9,434,0,1,1
4815,106.4,21.1,0.9,434,0,1,1
4815,106.6,23.2,0.9,433.9,0,1,1
4816,107.6,25.4,1,433.9,0,1,1
4816,108.5,26.7,1.1,433.9,0,1,1
4817,108.7,27.5,1.2,433.9,0,1,1
4818,108.7,27.7,1.3,433.9,0,1,1
4818,108.8,27.2,1.3,433.8,0,1,1
4819,109,26.2,1.3,433.8,0,1,1
4820,109.2,24.8,1.3,433.8,0,1,1
4820,109.2,23.7,1.3,433.8,0,1,1
4821,109.2,23.4,1.2,433.8,0,1,1
4822,109.4,23.4,1.1,433.8,0,1,1
4822,110.4,23.9,1.1,433.8,0,1,1
4823,111.4,24.4,1.1,433.8,0,1,1
4824,111.6,25.3,1.1,433.8,0,1,1
4824,111.6,26.4,1.1,433.8,0,1,1
4825,111.8,26.6,1,433.7,0,1,1
4826,112.8,25.3,0.9,433.7,0,1,1
4826,113.8,22.4,0.9,433.7,0,1,1
4827,114,17.8,0.9,433.7,0,1,1
4828,114,12.8,1,433.7,0,1,1
4828,114.3,9.6,1.2,433.6,0,1,1
4829,115.4,9.5,1.3,433.6,0,1,1
4830,116.5,11.3,1.3,433.6,0,1,1
4830,116.8,13.8,1.3,433.6,0,1,1
4831,116.8,16.8,1.3,433.6,0,1,1
4832,117,19.3,1.2,433.5,0,1,1
4832,118,20.9,1.1,433.5,0,1,1
4833,119,21.2,1,433.5,0,1,1
4834,119.2,19.3,0.9,433.5,0,1,1
4834,119.2,16,0.9,433.5,0,1,1
4835,119.4,12.4,1,433.4,0,1,1
4836,120.2,9.1,1.1,433.4,0,1,1
4837,120.9,6.4,1.1,433.4,0,1,1
4837,121.1,5.2,1.1,433.4,0,1,1
4838,121.1,5.3,1.1,433.4,0,1,1
4839,121.3,6.5,1,433.3,0,1,1
4839,122,8.2,1,433.3,0,1,1
4840,122.7,11.1,1.1,433.3,0,1,1
4841,122.9,14.8,0.8,433.3,0,1,1
4842,122.9,18,0.8,433.3,0,1,1
4842,123.1,18.7,0.7,433.3,0,1,1
4843,124.1,17.1,0.7,433.3,0,1,1
4844,125.1,14.1,0.6,433.3,0,1,1
4844,125.3,11.7,0.7,433.3,0,1,1
4845,125.3,11.2,0.7,433.2,0,1,1
4846,125.5,10.4,0.7,433.1,0,1,1
4847,126.3,8.7,0.5,433.1,0,1,1
4847,127,5.8,0.4,433,0,1,1
4848,127.2,3.2,0.4,433,0,1,1
4849,127.2,2,0.3,432.9,0,1,1
4850,127.4,2.9,0.3,432.9,0,1,1
4850,128.1,5.1,0.4,432.9,0,1,1
4851,128.8,7.6,0.5,432.8,0,1,1
4852,129,10.2,0.6,432.8,0,1,1
4853,129,11.9,0.6,432.8,0,1,1
4853,129,13.1,0.5,432.7,0,1,1
4854,129.2,13,0.3,432.7,0,1,1
4855,129.4,11.6,0.2,432.7,0,1,1
4856,129.4,8.5,0.2,432.7,0,1,1
4856,129.4,4.9,0.3,432.7,0,1,1
4857,129.6,1.8,0.4,432.6,0,1,1
4858,130.5,0.3,0.5,432.6,0,1,1
4859,131.4,0.3,0.5,432.6,0,1,1
4859,131.6,1.2,0.5,432.6,0,1,1
4860,131.6,2,0.3,432.5,0,1,1
4861,131.8,2.7,0,432.5,0,1,1
4862,132.8,3.4,-0.3,432.5,0,1,1
4862,133.8,3.9,-0.1,432.4,0,1,1
4863,134,3.7,0,432.4,0,1,1
4864,134,3.3,0,432.3,0,1,1
4865,134.2,3,0.1,432.3,0,1,1
4866,135.2,2.1,0.2,432.3,0,1,1
4866,136.2,0.2,0.3,432.2,0,1,1
4867,136.4,-1.4,0.3,432.2,0,1,1
4868,136.4,-2.3,0.2,432.1,0,1,1
4869,136.6,-2.5,0.1,432.1,0,1,1
4870,137.4,-2.8,0.1,432.1,0,1,1
4870,138.3,-2.9,0.1,432,0,1,1
4871,138.5,-2.9,0,432,0,1,1
4872,138.5,-2.3,-0.1,431.9,0,1,1
4873,138.7,-2.2,-0.1,431.9,0,1,1
4874,139.7,-2.2,-0.2,431.9,0,1,1
4874,140.7,-3,-0.2,431.8,0,1,1
4875,140.9,-3.8,-0.3,431.8,0,1,1
4876,140.9,-4.5,-0.4,431.7,0,1,1
4877,141.1,-5,-0.3,431.7,0,1,1
4878,141.8,-5.8,-0.3,431.7,0,1,1
4879,142.4,-6.7,-0.3,431.6,0,1,1
4879,142.6,-7.4,-0.4,431.6,0,1,1
4880,142.6,-8.1,-0.4,431.5,0,1,1
4881,142.9,-8.8,-0.6,431.5,0,1,1
4882,143.9,-9.8,-0.8,431.5,0,1,1
4883,145,-11.2,-0.8,431.4,0,1,1
4884,145.3,-13.7,-0.7,431.4,0,1,1
4884,145.3,-15.7,-0.7,431.4,0,1,1
4885,145.5,-16.2,-0.5,431.3,0,1,1
4886,146.4,-15.4,-0.6,431.3,0,1,1
4887,147.4,-14,-0.7,431.3,0,1,1
4888,147.6,-12.6,-0.9,431.3,0,1,1
4889,147.6,-12,-1.2,431.2,0,1,1
4890,147.8,-12.1,-1.1,431.2,0,1,1
4890,148.6,-13.1,-0.9,431.2,0,1,1
4891,149.4,-14.4,-0.7,431.1,0,1,1
4892,149.6,-14.8,-0.7,431.1,0,1,1
4893,149.6,-14.5,-0.8,431,0,1,1
4894,149.7,-13,-0.9,431,0,1,1
4895,149.9,-11,-0.9,431,0,1,1
4896,150.2,-9.1,-1,430.9,0,1,1
4897,150.3,-7.8,-1,430.9,0,1,1
4897,150.3,-7,-0.9,430.8,0,1,1
4898,150.5,-7.4,-0.8,430.8,0,1,1
4899,151.5,-8.4,-0.7,430.8,0,1,1
4900,152.5,-9.4,-0.6,430.7,0,1,1
4901,152.7,-10,-0.6,430.7,0,1,1
4902,152.7,-10.6,-0.7,430.6,0,1,1
4903,152.9,-10.8,-0.8,430.6,0,1,1
4904,153.9,-10.3,-0.8,430.6,0,1,1
4904,154.8,-9,-0.8,430.5,0,1,1
4905,155,-7.6,-0.8,430.5,0,1,1
4906,155,-6.4,-0.7,430.4,0,1,1
4907,155.2,-5.9,-0.7,430.4,0,1,1
4908,155.8,-6,-0.7,430.4,0,1,1
4909,156.4,-6.9,-0.7,430.3,0,1,1
4910,156.6,-8.3,-0.8,430.3,0,1,1
4911,156.6,-10.3,-0.8,430.2,0,1,1
4912,156.8,-11.9,-0.8,430.1,0,1,1
4913,157.6,-13.3,-0.8,430.1,0,1,1
4913,158.3,-14.2,-0.8,430,0,1,1
4914,158.5,-14.1,-0.8,430,0,1,1
4915,158.5,-13.5,-0.7,429.9,0,1,1
4916,158.7,-12.5,-0.7,429.9,0,1,1
4917,159.5,-11.2,-0.8,429.9,0,1,1
4918,160.3,-10,-0.8,429.8,0,1,1
4919,160.5,-9.2,-0.8,429.8,0,1,1
4920,160.5,-9,-0.8,429.7,0,1,1
4921,160.7,-9.3,-0.9,429.7,0,1,1
4922,161.6,-10.4,-0.9,429.7,0,1,1
4923,162.4,-12.1,-0.9,429.6,0,1,1
4924,162.6,-13.4,-0.9,429.6,0,1,1
4925,162.6,-13.9,-0.9,429.5,0,1,1
4925,162.8,-14.8,-1,429.5,0,1,1
4926,163.5,-15.7,-1,429.5,0,1,1
4927,164.2,-15.6,-0.9,429.4,0,1,1
4928,164.4,-14.4,-0.9,429.4,0,1,1
4929,164.4,-12.4,-0.9,429.3,0,1,1
4930,164.5,-10.5,-0.9,429.3,0,1,1
4931,165.1,-9.3,-0.9,429.3,0,1,1
4932,165.6,-8.7,-1,429.2,0,1,1
4933,165.7,-8.9,-1,429.2,0,1,1
4934,165.7,-9.8,-1,429.1,0,1,1
4935,165.9,-10.9,-1,429.1,0,1,1
4936,166.6,-12,-1,429.1,0,1,1
4937,167.2,-12.5,-1,429,0,1,1
4938,167.4,-12.6,-0.9,429,0,1,1
4939,167.4,-12.3,-1,428.9,0,1,1
4940,167.5,-12.2,-0.9,428.9,0,1,1
4941,167.9,-12.2,-0.9,428.9,0,1,1
4942,168.2,-12.2,-1,428.8,0,1,1
4942,168.3,-12.2,-1,428.8,0,1,1
4943,168.3,-12.2,-1,428.7,0,1,1
4944,168.5,-12.2,-1,428.7,0,1,1
4945,169.4,-12.2,-1,428.7,0,1,1
4946,170.3,-12.5,-1,428.6,0,1,1
4947,170.5,-12.9,-1.1,428.6,0,1,1
4948,170.5,-13.2,-1,428.6,0,1,1
4949,170.7,-13.6,-1,428.5,0,1,1
4950,171.4,-14.2,-1,428.5,0,1,1
4951,172,-14.7,-1,428.5,0,1,1
4952,172.2,-15,-1.1,428.5,0,1,1
4953,172.2,-15.1,-1.1,428.5,0,1,1
4954,172.4,-15.4,-1.1,428.5,0,1,1
4955,173,-15.5,-1.1,428.5,0,1,1
4956,173.6,-15.5,-1.1,428.5,0,1,1
4957,173.7,-15.2,-1.1,428.5,0,1,1
4958,173.7,-15.1,-1.1,428.5,0,1,1
4959,173.8,-14.8,-1.1,428.4,0,1,1
4960,174.4,-14.5,-1.1,428.4,0,1,1
4961,174.9,-14.1,-1.1,428.4,0,1,1
4962,175,-13.5,-1.1,428.4,0,1,1
4963,175,-13.3,-1.1,428.4,0,1,1
4964,175.1,-13.3,-1.2,428.3,0,1,1
4965,175.7,-13.6,-1.2,428.3,0,1,1
4966,176.3,-14.2,-1.2,428.3,0,1,1
4967,176.4,-14.4,-1.1,428.3,0,1,1
4968,176.4,-14.4,-1.1,428.3,0,1,1
4969,176.6,-13.9,-1.1,428.3,0,1,1
4970,177.3,-13.4,-1.2,428.3,0,1,1
4971,177.9,-13.3,-1.2,428.3,0,1,1
4972,178.1,-13.9,-1.3,428.3,0,1,1
4973,178.1,-14.8,-1.3,428.3,0,1,1
4974,178.2,-15.7,-1.3,428.3,0,1,1
4975,178.8,-16.1,-1.3,428.3,0,1,1
4976,179.3,-16.5,-1.3,428.3,0,1,1
4977,179.4,-16,-1.2,428.3,0,1,1
4978,179.4,-15.3,-1.2,428.3,0,1,1
4979,179.6,-14.6,-1.2,428.3,0,1,1
4980,180.2,-14.1,-1.2,428.3,0,1,1
4981,180.8,-14,-1.3,428.3,0,1,1
4982,180.9,-14.3,-1.3,428.3,0,1,1
4983,180.9,-14.7,-1.3,428.3,0,1,1
4984,181,-15,-1.2,428.2,0,1,1
4985,181.7,-14.6,-1.2,428.2,0,1,1
4986,182.2,-14.1,-1.2,428.2,0,1,1
4987,182.4,-13.8,-1.2,428.2,0,1,1
4988,182.4,-13.4,-1.2,428.2,0,1,1
4989,182.4,-13.3,-1.2,428.1,0,1,1
4990,182.6,-13.9,-1.2,428.1,0,1,1
4991,182.7,-14.3,-1.3,428.1,0,1,1
4993,182.7,-15.5,-1.4,428.1,0,1,1
4994,182.7,-17.2,-1.4,428.1,0,1,1
4995,182.8,-18.4,-1.4,428,0,1,1
4996,183.4,-19.3,-1.4,428,0,1,1
4997,183.9,-19.2,-1.3,428,0,1,1
4998,184,-18.5,-1.3,428,0,1,1
4999,184,-17.6,-1.4,427.9,0,1,1
5000,184.2,-16.7,-1.4,427.9,0,1,1
5001,185.1,-16.6,-1.5,427.9,0,1,1
5002,185.9,-16.8,-1.5,427.8,0,1,1
5003,186.1,-18,-1.6,427.8,0,1,1
5004,186.1,-19.2,-1.6,427.8,0,1,1
5005,186.3,-20,-1.6,427.7,0,1,1
5006,186.9,-20.2,-1.5,427.7,0,1,1
5007,187.5,-19.3,-1.5,427.7,0,1,1
5008,187.7,-18,-1.4,427.7,0,1,1
5009,187.7,-16.6,-1.4,427.7,0,1,1
5010,187.8,-15.1,-1.4,427.7,0,1,1
5011,188.5,-13.9,-1.4,427.7,0,1,1
5013,189,-13.1,-1.4,427.7,0,1,1
5014,189.2,-12.7,-1.4,427.7,0,1,1
5015,189.2,-12.6,-1.4,427.7,0,1,1
5016,189.3,-13.4,-1.4,427.6,0,1,1
5017,189.8,-14.8,-1.5,427.6,0,1,1
5018,190.2,-15.7,-1.5,427.6,0,1,1
5019,190.3,-16.1,-1.5,427.6,0,1,1
5020,190.3,-16.5,-1.4,427.6,0,1,1
5021,190.4,-16.3,-1.4,427.6,0,1,1
5022,191,-15.4,-1.3,427.6,0,1,1
5023,191.5,-14.6,-1.3,427.6,0,1,1
5024,191.6,-13.6,-1.3,427.6,0,1,1
5025,191.6,-13.3,-1.4,427.6,0,1,1
5026,191.7,-13.3,-1.3,427.5,0,1,1
5028,192,-13.6,-1.4,427.5,0,1,1
5029,192.3,-13.9,-1.4,427.5,0,1,1
5030,192.4,-14.8,-1.4,427.5,0,1,1
5031,192.4,-16.2,-1.4,427.5,0,1,1
5032,192.5,-17.9,-1.5,427.4,0,1,1
5033,192.9,-19.4,-1.5,427.4,0,1,1
5034,193.2,-20.9,-1.6,427.4,0,1,1
5035,193.3,-21.5,-1.6,427.4,0,1,1
5036,193.3,-21.3,-1.6,427.4,0,1,1
5037,193.4,-20.4,-1.6,427.4,0,1,1
5038,193.9,-19.1,-1.5,427.4,0,1,1
5040,194.3,-17.6,-1.5,427.4,0,1,1
5041,194.4,-15.9,-1.5,427.4,0,1,1
5042,194.4,-14.1,-1.4,427.4,0,1,1
5043,194.5,-12.9,-1.4,427.3,0,1,1
5044,194.8,-12.1,-1.3,427.3,0,1,1
5045,195.1,-11.6,-1.4,427.3,0,1,1
5046,195.2,-11.5,-1.3,427.3,0,1,1
5047,195.2,-11.8,-1.3,427.3,0,1,1
5048,195.4,-11.9,-1.2,427.3,0,1,1
5049,196.3,-11.9,-1.1,427.3,0,1,1
5050,197.2,-11.6,-1.1,427.3,0,1,1
5052,197.4,-11.5,-1.2,427.3,0,1,1
5053,197.4,-12.1,-1.2,427.3,0,1,1
5054,197.5,-12.2,-1.3,427.3,0,1,1
5055,198.1,-12.5,-1.3,427.3,0,1,1
5056,198.6,-12.9,-1.3,427.3,0,1,1
5057,198.7,-13.2,-1.4,427.3,0,1,1
5058,198.7,-14.1,-1.4,427.3,0,1,1
5059,198.8,-15.5,-1.5,427.4,0,1,1
5060,199.1,-16.9,-1.5,427.4,0,1,1
5062,199.3,-18.4,-1.5,427.4,0,1,1
5063,199.4,-19.5,-1.5,427.4,0,1,1
5064,199.4,-20.3,-1.5,427.4,0,1,1
5065,199.5,-20.3,-1.5,427.4,0,1,1
5066,199.8,-19.6,-1.5,427.4,0,1,1
5067,200.1,-18.6,-1.5,427.4,0,1,1
5068,200.2,-17.8,-1.6,427.4,0,1,1
5069,200.2,-17.1,-1.5,427.4,0,1,1
5071,200.3,-16.1,-1.6,427.3,0,1,1
5072,200.6,-15.6,-1.5,427.3,0,1,1
5073,200.8,-15.5,-1.5,427.3,0,1,1
5074,200.9,-15.7,-1.6,427.3,0,1,1
5075,200.9,-15.8,-1.6,427.3,0,1,1
5076,201,-16.1,-1.6,427.3,0,1,1
5077,201.4,-16.5,-1.6,427.3,0,1,1
5078,201.7,-16.6,-1.6,427.3,0,1,1
5080,201.8,-16.6,-1.5,427.3,0,1,1
5081,201.8,-16,-1.5,427.3,0,1,1
5082,201.9,-14.8,-1.5,427.3,0,1,1
5083,202.2,-13.9,-1.5,427.3,0,1,1
5084,202.5,-13.4,-1.4,427.3,0,1,1
5085,202.6,-13.3,-1.4,427.3,0,1,1
5086,202.6,-13,-1.4,427.3,0,1,1
5087,202.6,-13,-1.4,427.2,0,1,1
5089,202.6,-13,-1.4,427.2,0,1,1
5090,202.6,-12.7,-1.3,427.2,0,1,1
5091,202.6,-12.6,-1.3,427.2,0,1,1
5092,202.6,-12.6,-1.4,427.2,0,1,1
5093,202.6,-13.1,-1.4,427.2,0,1,1
5094,202.7,-14.1,-1.4,427.2,0,1,1
5095,202.7,-15.2,-1.4,427.2,0,1,1
5097,202.7,-16,-1.4,427.2,0,1,1
5098,202.7,-16.2,-1.4,427.2,0,1,1
5099,202.7,-15.7,-1.4,427.2,0,1,1
5100,202.7,-14.7,-1.4,427.2,0,1,1
5101,202.7,-13.9,-1.3,427.2,0,1,1
5102,202.7,-12.9,-1.3,427.2,0,1,1
5103,202.7,-11.8,-1.2,427.2,0,1,1
5104,202.7,-10.7,-1.2,427.2,0,1,1
5106,202.8,-9.4,-1.2,427.2,0,1,1
5107,202.9,-8.2,-1.2,427.2,0,1,1
5108,202.9,-7.7,-1.2,427.2,0,1,1
5109,202.9,-8.4,-1.1,427.2,0,1,1
5110,202.9,-9.4,-1.1,427.2,0,1,1
5111,203.1,-9.2,-1,427.2,0,1,1
5112,203.3,-8.7,-0.9,427.2,0,1,1
5113,203.3,-8.6,-0.9,427.2,0,1,1
5115,203.3,-7.8,-1,427.2,0,1,1
5116,203.4,-6.5,-0.7,427.1,0,1,1
5117,203.6,-5.3,-0.9,427.1,0,1,1
5118,203.8,-5,-0.7,427.1,0,1,1
5119,203.9,-5,-0.5,427.1,0,1,1
5120,203.9,-5,-0.9,427.1,0,1,1
5121,203.9,-5.3,-0.7,427.1,0,1,1
5122,204.1,-5.7,-0.8,427.1,0,1,1
5124,204.2,-6.6,-0.9,427.1,0,1,1
5125,204.2,-7.9,-0.6,427.1,0,1,1
5126,204.2,-8.6,-0.9,427.1,0,1,1
5127,204.2,-9.4,-0.9,427.1,0,1,1
5128,204.2,-10.5,-0.8,427.1,0,1,1
5129,204.2,-10.8,-0.9,427.1,0,1,1
5130,204.2,-10.3,-0.6,427.1,0,1,1
5132,204.2,-9.5,-0.7,427.1,0,1,1
5133,204.3,-8.8,-0.7,427.2,0,1,1
5134,204.5,-7.6,-0.4,427.2,0,1,1
5135,204.7,-5.8,-0.7,427.2,0,1,1
5136,204.8,-4,-0.5,427.2,0,1,1
5137,204.8,-3.1,-0.5,427.2,0,1,1
5138,204.8,-2.1,-0.6,427.2,0,1,1
5140,204.7,-0.7,-0.3,427.2,0,1,1
5141,204.6,-0.1,-0.4,427.2,0,1,1
5142,204.6,-0.3,-0.2,427.2,0,1,1
5143,204.6,0.7,-0.1,427.2,0,1,1
5144,204.6,2.7,-0.2,427.2,0,1,1
5145,204.4,4.3,0,427.2,0,1,1
5146,204.2,6,0,427.2,0,1,1
5147,204.2,8.9,0,427.2,0,1,1
5148,204.2,11.9,0.2,427.2,0,1,1
5150,204.2,13.9,0.5,427.3,0,1,1
5151,204,14.4,0.7,427.3,0,1,1
5152,203.8,13.3,0.8,427.3,0,1,1
